SENTENCE_ID,ITEM_ID,LANGUAGE,PHENOMENON,TRIGGER_TYPE,CONDITION,SENTENCE,PRESUPPOSITION,DISTRACTOR,OPTION_A,OPTION_B,EXPECTED,COUNTERBALANCED,MODEL_RESPONSE,CORRECT,PROMPT
PDE-010,EN-PDE-010-AFF,EN,presupposition,possessed_definite,affirmative,The child's scarves did crumple.,The child has scarves.,The sentence makes no background assumption about The child.,The child has scarves.,The sentence makes no background assumption about The child.,A,True,,,"Sentence: ""The child's scarves did crumple.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) The child has scarves.
B) The sentence makes no background assumption about The child.

Answer with only A or B."
PDE-010,EN-PDE-010-NEG,EN,presupposition,possessed_definite,negated,The child's scarves didn't crumple.,The child has scarves.,The sentence makes no background assumption about The child.,The sentence makes no background assumption about The child.,The child has scarves.,B,False,,,"Sentence: ""The child's scarves didn't crumple.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) The sentence makes no background assumption about The child.
B) The child has scarves.

Answer with only A or B."
PDE-011,EN-PDE-011-AFF,EN,presupposition,possessed_definite,affirmative,Tamara's jackets do bore Donna.,Tamara has jackets.,The sentence makes no background assumption about Tamara.,Tamara has jackets.,The sentence makes no background assumption about Tamara.,A,True,,,"Sentence: ""Tamara's jackets do bore Donna.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) Tamara has jackets.
B) The sentence makes no background assumption about Tamara.

Answer with only A or B."
PDE-011,EN-PDE-011-NEG,EN,presupposition,possessed_definite,negated,Tamara's jackets don't bore Donna.,Tamara has jackets.,The sentence makes no background assumption about Tamara.,The sentence makes no background assumption about Tamara.,Tamara has jackets.,B,False,,,"Sentence: ""Tamara's jackets don't bore Donna.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) The sentence makes no background assumption about Tamara.
B) Tamara has jackets.

Answer with only A or B."
PDE-012,EN-PDE-012-AFF,EN,presupposition,possessed_definite,affirmative,April's restaurant does shock Adam.,April has a restaurant.,The sentence makes no background assumption about April.,April has a restaurant.,The sentence makes no background assumption about April.,A,True,,,"Sentence: ""April's restaurant does shock Adam.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) April has a restaurant.
B) The sentence makes no background assumption about April.

Answer with only A or B."
PDE-012,EN-PDE-012-NEG,EN,presupposition,possessed_definite,negated,April's restaurant doesn't shock Adam.,April has a restaurant.,The sentence makes no background assumption about April.,The sentence makes no background assumption about April.,April has a restaurant.,B,False,,,"Sentence: ""April's restaurant doesn't shock Adam.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) The sentence makes no background assumption about April.
B) April has a restaurant.

Answer with only A or B."
PDE-013,EN-PDE-013-AFF,EN,presupposition,possessed_definite,affirmative,Ruth's movie theater did bore Lori.,Ruth has a movie theater.,The sentence makes no background assumption about Ruth.,Ruth has a movie theater.,The sentence makes no background assumption about Ruth.,A,True,,,"Sentence: ""Ruth's movie theater did bore Lori.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) Ruth has a movie theater.
B) The sentence makes no background assumption about Ruth.

Answer with only A or B."
PDE-013,EN-PDE-013-NEG,EN,presupposition,possessed_definite,negated,Ruth's movie theater didn't bore Lori.,Ruth has a movie theater.,The sentence makes no background assumption about Ruth.,The sentence makes no background assumption about Ruth.,Ruth has a movie theater.,B,False,,,"Sentence: ""Ruth's movie theater didn't bore Lori.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) The sentence makes no background assumption about Ruth.
B) Ruth has a movie theater.

Answer with only A or B."
PDE-014,EN-PDE-014-AFF,EN,presupposition,possessed_definite,affirmative,Steve's bosses did escape.,Steve has bosses.,The sentence makes no background assumption about Steve.,Steve has bosses.,The sentence makes no background assumption about Steve.,A,True,,,"Sentence: ""Steve's bosses did escape.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) Steve has bosses.
B) The sentence makes no background assumption about Steve.

Answer with only A or B."
PDE-014,EN-PDE-014-NEG,EN,presupposition,possessed_definite,negated,Steve's bosses didn't escape.,Steve has bosses.,The sentence makes no background assumption about Steve.,The sentence makes no background assumption about Steve.,Steve has bosses.,B,False,,,"Sentence: ""Steve's bosses didn't escape.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) The sentence makes no background assumption about Steve.
B) Steve has bosses.

Answer with only A or B."
PDE-015,EN-PDE-015-AFF,EN,presupposition,possessed_definite,affirmative,Kevin's piano teachers do speak up.,Kevin has piano teachers.,The sentence makes no background assumption about Kevin.,Kevin has piano teachers.,The sentence makes no background assumption about Kevin.,A,True,,,"Sentence: ""Kevin's piano teachers do speak up.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) Kevin has piano teachers.
B) The sentence makes no background assumption about Kevin.

Answer with only A or B."
PDE-015,EN-PDE-015-NEG,EN,presupposition,possessed_definite,negated,Kevin's piano teachers don't speak up.,Kevin has piano teachers.,The sentence makes no background assumption about Kevin.,The sentence makes no background assumption about Kevin.,Kevin has piano teachers.,B,False,,,"Sentence: ""Kevin's piano teachers don't speak up.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) The sentence makes no background assumption about Kevin.
B) Kevin has piano teachers.

Answer with only A or B."
PDE-016,EN-PDE-016-AFF,EN,presupposition,possessed_definite,affirmative,Becca's photographs do confuse Anne.,Becca has photographs.,The sentence makes no background assumption about Becca.,Becca has photographs.,The sentence makes no background assumption about Becca.,A,True,,,"Sentence: ""Becca's photographs do confuse Anne.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) Becca has photographs.
B) The sentence makes no background assumption about Becca.

Answer with only A or B."
PDE-016,EN-PDE-016-NEG,EN,presupposition,possessed_definite,negated,Becca's photographs don't confuse Anne.,Becca has photographs.,The sentence makes no background assumption about Becca.,The sentence makes no background assumption about Becca.,Becca has photographs.,B,False,,,"Sentence: ""Becca's photographs don't confuse Anne.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) The sentence makes no background assumption about Becca.
B) Becca has photographs.

Answer with only A or B."
PDE-017,EN-PDE-017-AFF,EN,presupposition,possessed_definite,affirmative,Brad's lights did vanish.,Brad has lights.,The sentence makes no background assumption about Brad.,Brad has lights.,The sentence makes no background assumption about Brad.,A,True,,,"Sentence: ""Brad's lights did vanish.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) Brad has lights.
B) The sentence makes no background assumption about Brad.

Answer with only A or B."
PDE-017,EN-PDE-017-NEG,EN,presupposition,possessed_definite,negated,Brad's lights didn't vanish.,Brad has lights.,The sentence makes no background assumption about Brad.,The sentence makes no background assumption about Brad.,Brad has lights.,B,False,,,"Sentence: ""Brad's lights didn't vanish.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) The sentence makes no background assumption about Brad.
B) Brad has lights.

Answer with only A or B."
PDE-018,EN-PDE-018-AFF,EN,presupposition,possessed_definite,affirmative,These girls' horses do disturb patients.,These girls have horses.,The sentence makes no background assumption about These girls.,These girls have horses.,The sentence makes no background assumption about These girls.,A,True,,,"Sentence: ""These girls' horses do disturb patients.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) These girls have horses.
B) The sentence makes no background assumption about These girls.

Answer with only A or B."
PDE-018,EN-PDE-018-NEG,EN,presupposition,possessed_definite,negated,These girls' horses don't disturb patients.,These girls have horses.,The sentence makes no background assumption about These girls.,The sentence makes no background assumption about These girls.,These girls have horses.,B,False,,,"Sentence: ""These girls' horses don't disturb patients.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) The sentence makes no background assumption about These girls.
B) These girls have horses.

Answer with only A or B."
PDE-019,EN-PDE-019-AFF,EN,presupposition,possessed_definite,affirmative,Diana's lakes did appear.,Diana has lakes.,The sentence makes no background assumption about Diana.,Diana has lakes.,The sentence makes no background assumption about Diana.,A,True,,,"Sentence: ""Diana's lakes did appear.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) Diana has lakes.
B) The sentence makes no background assumption about Diana.

Answer with only A or B."
PDE-019,EN-PDE-019-NEG,EN,presupposition,possessed_definite,negated,Diana's lakes didn't appear.,Diana has lakes.,The sentence makes no background assumption about Diana.,The sentence makes no background assumption about Diana.,Diana has lakes.,B,False,,,"Sentence: ""Diana's lakes didn't appear.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) The sentence makes no background assumption about Diana.
B) Diana has lakes.

Answer with only A or B."
PDE-020,EN-PDE-020-AFF,EN,presupposition,possessed_definite,affirmative,Melanie's newspaper article did fall.,Melanie has a newspaper article.,The sentence makes no background assumption about Melanie.,Melanie has a newspaper article.,The sentence makes no background assumption about Melanie.,A,True,,,"Sentence: ""Melanie's newspaper article did fall.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) Melanie has a newspaper article.
B) The sentence makes no background assumption about Melanie.

Answer with only A or B."
PDE-020,EN-PDE-020-NEG,EN,presupposition,possessed_definite,negated,Melanie's newspaper article didn't fall.,Melanie has a newspaper article.,The sentence makes no background assumption about Melanie.,The sentence makes no background assumption about Melanie.,Melanie has a newspaper article.,B,False,,,"Sentence: ""Melanie's newspaper article didn't fall.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) The sentence makes no background assumption about Melanie.
B) Melanie has a newspaper article.

Answer with only A or B."
PDE-021,EN-PDE-021-AFF,EN,presupposition,possessed_definite,affirmative,Marcus's nose does look like that photograph.,Marcus has a nose.,The sentence makes no background assumption about Marcus.,Marcus has a nose.,The sentence makes no background assumption about Marcus.,A,True,,,"Sentence: ""Marcus's nose does look like that photograph.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) Marcus has a nose.
B) The sentence makes no background assumption about Marcus.

Answer with only A or B."
PDE-021,EN-PDE-021-NEG,EN,presupposition,possessed_definite,negated,Marcus's nose doesn't look like that photograph.,Marcus has a nose.,The sentence makes no background assumption about Marcus.,The sentence makes no background assumption about Marcus.,Marcus has a nose.,B,False,,,"Sentence: ""Marcus's nose doesn't look like that photograph.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) The sentence makes no background assumption about Marcus.
B) Marcus has a nose.

Answer with only A or B."
PDE-022,EN-PDE-022-AFF,EN,presupposition,possessed_definite,affirmative,Beverly's mentor does conceal Bill.,Beverly has a mentor.,The sentence makes no background assumption about Beverly.,Beverly has a mentor.,The sentence makes no background assumption about Beverly.,A,True,,,"Sentence: ""Beverly's mentor does conceal Bill.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) Beverly has a mentor.
B) The sentence makes no background assumption about Beverly.

Answer with only A or B."
PDE-022,EN-PDE-022-NEG,EN,presupposition,possessed_definite,negated,Beverly's mentor doesn't conceal Bill.,Beverly has a mentor.,The sentence makes no background assumption about Beverly.,The sentence makes no background assumption about Beverly.,Beverly has a mentor.,B,False,,,"Sentence: ""Beverly's mentor doesn't conceal Bill.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) The sentence makes no background assumption about Beverly.
B) Beverly has a mentor.

Answer with only A or B."
PDE-023,EN-PDE-023-AFF,EN,presupposition,possessed_definite,affirmative,Randolf's boyfriend does heal Rhonda.,Randolf has a boyfriend.,The sentence makes no background assumption about Randolf.,Randolf has a boyfriend.,The sentence makes no background assumption about Randolf.,A,True,,,"Sentence: ""Randolf's boyfriend does heal Rhonda.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) Randolf has a boyfriend.
B) The sentence makes no background assumption about Randolf.

Answer with only A or B."
PDE-023,EN-PDE-023-NEG,EN,presupposition,possessed_definite,negated,Randolf's boyfriend doesn't heal Rhonda.,Randolf has a boyfriend.,The sentence makes no background assumption about Randolf.,The sentence makes no background assumption about Randolf.,Randolf has a boyfriend.,B,False,,,"Sentence: ""Randolf's boyfriend doesn't heal Rhonda.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) The sentence makes no background assumption about Randolf.
B) Randolf has a boyfriend.

Answer with only A or B."
PDE-024,EN-PDE-024-AFF,EN,presupposition,possessed_definite,affirmative,Keith's ex-girlfriends did annoy Jacqueline.,Keith has ex-girlfriends.,The sentence makes no background assumption about Keith.,Keith has ex-girlfriends.,The sentence makes no background assumption about Keith.,A,True,,,"Sentence: ""Keith's ex-girlfriends did annoy Jacqueline.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) Keith has ex-girlfriends.
B) The sentence makes no background assumption about Keith.

Answer with only A or B."
PDE-024,EN-PDE-024-NEG,EN,presupposition,possessed_definite,negated,Keith's ex-girlfriends didn't annoy Jacqueline.,Keith has ex-girlfriends.,The sentence makes no background assumption about Keith.,The sentence makes no background assumption about Keith.,Keith has ex-girlfriends.,B,False,,,"Sentence: ""Keith's ex-girlfriends didn't annoy Jacqueline.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) The sentence makes no background assumption about Keith.
B) Keith has ex-girlfriends.

Answer with only A or B."
PDE-025,EN-PDE-025-AFF,EN,presupposition,possessed_definite,affirmative,Tammy's school does discover who can nod.,Tammy has a school.,The sentence makes no background assumption about Tammy.,Tammy has a school.,The sentence makes no background assumption about Tammy.,A,True,,,"Sentence: ""Tammy's school does discover who can nod.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) Tammy has a school.
B) The sentence makes no background assumption about Tammy.

Answer with only A or B."
PDE-025,EN-PDE-025-NEG,EN,presupposition,possessed_definite,negated,Tammy's school doesn't discover who can nod.,Tammy has a school.,The sentence makes no background assumption about Tammy.,The sentence makes no background assumption about Tammy.,Tammy has a school.,B,False,,,"Sentence: ""Tammy's school doesn't discover who can nod.""

This sentence takes something for granted before making its claim.
What background assumption does it make?

A) The sentence makes no background assumption about Tammy.
B) Tammy has a school.

Answer with only A or B."
