ITEM_ID,LANGUAGE,PHENOMENON,LABEL,TWEET,OPTION_SARCASTIC,OPTION_SINCERE,OPTION_A,OPTION_B,EXPECTED,COUNTERBALANCED,MODEL_RESPONSE,CORRECT,PROMPT
BN-IRO-031,BN,irony_sarcasm,sincere,আমি লেখকদের চমৎকার মনে করি।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,B,True,,,"টুইট: ""আমি লেখকদের চমৎকার মনে করি।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-032,BN,irony_sarcasm,sincere,আমি সবসময় কনসার্টের জন্য উত্তেজিত থাকি।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,A,False,,,"টুইট: ""আমি সবসময় কনসার্টের জন্য উত্তেজিত থাকি।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-033,BN,irony_sarcasm,sincere,আমি সম্মেলনটাকে চমৎকার মনে করি।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,B,True,,,"টুইট: ""আমি সম্মেলনটাকে চমৎকার মনে করি।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-034,BN,irony_sarcasm,sincere,আমি খাবারটাকে চমৎকার মনে করি।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,A,False,,,"টুইট: ""আমি খাবারটাকে চমৎকার মনে করি।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-035,BN,irony_sarcasm,sarcastic,"খেলোয়াড়রা এতটাই চমৎকার, বলেনি কেউ কখনো।",বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,A,True,,,"টুইট: ""খেলোয়াড়রা এতটাই চমৎকার, বলেনি কেউ কখনো।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-036,BN,irony_sarcasm,sincere,আমি সত্যিই কনসার্টটা ভালোবাসি।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,A,False,,,"টুইট: ""আমি সত্যিই কনসার্টটা ভালোবাসি।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-037,BN,irony_sarcasm,sincere,খেলাটা সত্যিই অসাধারণ ছিল।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,B,True,,,"টুইট: ""খেলাটা সত্যিই অসাধারণ ছিল।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-038,BN,irony_sarcasm,sarcastic,"এই সম্মেলনটা এতটাই চমৎকার, বলেনি কেউ কখনো।",বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,B,False,,,"টুইট: ""এই সম্মেলনটা এতটাই চমৎকার, বলেনি কেউ কখনো।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-039,BN,irony_sarcasm,sincere,আমি সবসময় কর্মশালার জন্য উত্তেজিত থাকি।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,B,True,,,"টুইট: ""আমি সবসময় কর্মশালার জন্য উত্তেজিত থাকি।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-040,BN,irony_sarcasm,sincere,খাবারের সাথে দারুণ সময় কাটিয়েছি।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,A,False,,,"টুইট: ""খাবারের সাথে দারুণ সময় কাটিয়েছি।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-041,BN,irony_sarcasm,sarcastic,"খেলাটা এতটাই চমৎকার, বলেনি কেউ কখনো।",বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,A,True,,,"টুইট: ""খেলাটা এতটাই চমৎকার, বলেনি কেউ কখনো।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-042,BN,irony_sarcasm,sincere,আমি শিল্পীদের চমৎকার মনে করি।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,A,False,,,"টুইট: ""আমি শিল্পীদের চমৎকার মনে করি।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-043,BN,irony_sarcasm,sarcastic,"শিল্পীরা এতটাই চমৎকার, বলেনি কেউ কখনো।",বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,A,True,,,"টুইট: ""শিল্পীরা এতটাই চমৎকার, বলেনি কেউ কখনো।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-044,BN,irony_sarcasm,sarcastic,"বিজ্ঞানীরা এতটাই চমৎকার, বলেনি কেউ কখনো।",বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,B,False,,,"টুইট: ""বিজ্ঞানীরা এতটাই চমৎকার, বলেনি কেউ কখনো।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-045,BN,irony_sarcasm,sarcastic,"আমার নতুন ফোনটা এতটাই চমৎকার, বলেনি কেউ কখনো।",বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,A,True,,,"টুইট: ""আমার নতুন ফোনটা এতটাই চমৎকার, বলেনি কেউ কখনো।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-046,BN,irony_sarcasm,sarcastic,এই বইটার সাথে একটা সেশন করলাম। এর চেয়ে ভালো অভিজ্ঞতা আর কী হতে পারে। না।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,B,False,,,"টুইট: ""এই বইটার সাথে একটা সেশন করলাম। এর চেয়ে ভালো অভিজ্ঞতা আর কী হতে পারে। না।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-047,BN,irony_sarcasm,sarcastic,সংগীতশিল্পীদের সাথে সন্ধ্যাটা কাটালাম। এর চেয়ে ভালো অভিজ্ঞতা আর কী হতে পারে। না।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,A,True,,,"টুইট: ""সংগীতশিল্পীদের সাথে সন্ধ্যাটা কাটালাম। এর চেয়ে ভালো অভিজ্ঞতা আর কী হতে পারে। না।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-048,BN,irony_sarcasm,sarcastic,"এই বইটা এতটাই চমৎকার, বলেনি কেউ কখনো।",বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,B,False,,,"টুইট: ""এই বইটা এতটাই চমৎকার, বলেনি কেউ কখনো।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
BN-IRO-049,BN,irony_sarcasm,sarcastic,"এই কর্মশালাটা এতটাই চমৎকার, বলেনি কেউ কখনো।",বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,A,True,,,"টুইট: ""এই কর্মশালাটা এতটাই চমৎকার, বলেনি কেউ কখনো।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।
B) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।

শুধু A বা B লিখুন।"
BN-IRO-050,BN,irony_sarcasm,sincere,খেলোয়াড়দের সাথে দারুণ সময় কাটিয়েছি।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।,বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।,A,False,,,"টুইট: ""খেলোয়াড়দের সাথে দারুণ সময় কাটিয়েছি।""

বক্তা সম্ভবত কী বোঝাতে চাইছেন?

A) বক্তা আন্তরিকভাবে যা বলছেন তা-ই বোঝাচ্ছেন।
B) বক্তা ব্যঙ্গ করছেন — তিনি আসলে এটা ইতিবাচকভাবে বোঝাননি।

শুধু A বা B লিখুন।"
