SENTENCE_ID,ITEM_ID,LANGUAGE,PHENOMENON,TRIGGER_TYPE,CONDITION,SENTENCE,PRESUPPOSITION,DISTRACTOR,OPTION_A,OPTION_B,EXPECTED,COUNTERBALANCED,MODEL_RESPONSE,CORRECT,PROMPT
COS-020,BN-COS-020-AFF,BN,presupposition,change_of_state,affirmative,ব্রেন্ডা মইয়ের নিচে নেমেছে।,ব্রেন্ডা মইয়ের উপরে ছিল।,বাক্যটি ব্রেন্ডা সম্পর্কে কোনো পূর্বধারণা করে না।,ব্রেন্ডা মইয়ের উপরে ছিল।,বাক্যটি ব্রেন্ডা সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""ব্রেন্ডা মইয়ের নিচে নেমেছে।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) ব্রেন্ডা মইয়ের উপরে ছিল।
B) বাক্যটি ব্রেন্ডা সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
COS-020,BN-COS-020-NEG,BN,presupposition,change_of_state,negated,ব্রেন্ডা মইয়ের নিচে নামেনি।,ব্রেন্ডা মইয়ের উপরে ছিল।,বাক্যটি ব্রেন্ডা সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি ব্রেন্ডা সম্পর্কে কোনো পূর্বধারণা করে না।,ব্রেন্ডা মইয়ের উপরে ছিল।,B,False,,,"বাক্য: ""ব্রেন্ডা মইয়ের নিচে নামেনি।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি ব্রেন্ডা সম্পর্কে কোনো পূর্বধারণা করে না।
B) ব্রেন্ডা মইয়ের উপরে ছিল।

শুধু A বা B লিখুন।"
COS-021,BN-COS-021-AFF,BN,presupposition,change_of_state,affirmative,টিফানি ঢালে উঠেছে।,টিফানি ঢালের নিচে ছিল।,বাক্যটি টিফানি সম্পর্কে কোনো পূর্বধারণা করে না।,টিফানি ঢালের নিচে ছিল।,বাক্যটি টিফানি সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""টিফানি ঢালে উঠেছে।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) টিফানি ঢালের নিচে ছিল।
B) বাক্যটি টিফানি সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
COS-021,BN-COS-021-NEG,BN,presupposition,change_of_state,negated,টিফানি ঢালে ওঠেনি।,টিফানি ঢালের নিচে ছিল।,বাক্যটি টিফানি সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি টিফানি সম্পর্কে কোনো পূর্বধারণা করে না।,টিফানি ঢালের নিচে ছিল।,B,False,,,"বাক্য: ""টিফানি ঢালে ওঠেনি।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি টিফানি সম্পর্কে কোনো পূর্বধারণা করে না।
B) টিফানি ঢালের নিচে ছিল।

শুধু A বা B লিখুন।"
COS-022,BN-COS-022-AFF,BN,presupposition,change_of_state,affirmative,ন্যান্সি বিমানটি ঠিক করেছে।,বিমানটি নষ্ট ছিল।,বাক্যটি ন্যান্সি সম্পর্কে কোনো পূর্বধারণা করে না।,বিমানটি নষ্ট ছিল।,বাক্যটি ন্যান্সি সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""ন্যান্সি বিমানটি ঠিক করেছে।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বিমানটি নষ্ট ছিল।
B) বাক্যটি ন্যান্সি সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
COS-022,BN-COS-022-NEG,BN,presupposition,change_of_state,negated,ন্যান্সি বিমানটি ঠিক করেনি।,বিমানটি নষ্ট ছিল।,বাক্যটি ন্যান্সি সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি ন্যান্সি সম্পর্কে কোনো পূর্বধারণা করে না।,বিমানটি নষ্ট ছিল।,B,False,,,"বাক্য: ""ন্যান্সি বিমানটি ঠিক করেনি।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি ন্যান্সি সম্পর্কে কোনো পূর্বধারণা করে না।
B) বিমানটি নষ্ট ছিল।

শুধু A বা B লিখুন।"
COS-023,BN-COS-023-AFF,BN,presupposition,change_of_state,affirmative,ডেব্রা সেই কাপগুলো পরিষ্কার করেছে।,সেই কাপগুলো নোংরা ছিল।,বাক্যটি ডেব্রা সম্পর্কে কোনো পূর্বধারণা করে না।,সেই কাপগুলো নোংরা ছিল।,বাক্যটি ডেব্রা সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""ডেব্রা সেই কাপগুলো পরিষ্কার করেছে।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) সেই কাপগুলো নোংরা ছিল।
B) বাক্যটি ডেব্রা সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
COS-023,BN-COS-023-NEG,BN,presupposition,change_of_state,negated,ডেব্রা সেই কাপগুলো পরিষ্কার করেনি।,সেই কাপগুলো নোংরা ছিল।,বাক্যটি ডেব্রা সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি ডেব্রা সম্পর্কে কোনো পূর্বধারণা করে না।,সেই কাপগুলো নোংরা ছিল।,B,False,,,"বাক্য: ""ডেব্রা সেই কাপগুলো পরিষ্কার করেনি।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি ডেব্রা সম্পর্কে কোনো পূর্বধারণা করে না।
B) সেই কাপগুলো নোংরা ছিল।

শুধু A বা B লিখুন।"
COS-024,BN-COS-024-AFF,BN,presupposition,change_of_state,affirmative,জর্জ এই জানালাটি ভাঙে।,এই জানালাটি অক্ষত আছে।,বাক্যটি জর্জ সম্পর্কে কোনো পূর্বধারণা করে না।,এই জানালাটি অক্ষত আছে।,বাক্যটি জর্জ সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""জর্জ এই জানালাটি ভাঙে।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) এই জানালাটি অক্ষত আছে।
B) বাক্যটি জর্জ সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
COS-024,BN-COS-024-NEG,BN,presupposition,change_of_state,negated,জর্জ এই জানালাটি ভাঙে না।,এই জানালাটি অক্ষত আছে।,বাক্যটি জর্জ সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি জর্জ সম্পর্কে কোনো পূর্বধারণা করে না।,এই জানালাটি অক্ষত আছে।,B,False,,,"বাক্য: ""জর্জ এই জানালাটি ভাঙে না।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি জর্জ সম্পর্কে কোনো পূর্বধারণা করে না।
B) এই জানালাটি অক্ষত আছে।

শুধু A বা B লিখুন।"
COS-025,BN-COS-025-AFF,BN,presupposition,change_of_state,affirmative,এই ওয়েটার এখানে এসেছে।,এই ওয়েটার আগে এখানে ছিল না।,বাক্যটি এই সম্পর্কে কোনো পূর্বধারণা করে না।,এই ওয়েটার আগে এখানে ছিল না।,বাক্যটি এই সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""এই ওয়েটার এখানে এসেছে।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) এই ওয়েটার আগে এখানে ছিল না।
B) বাক্যটি এই সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
COS-025,BN-COS-025-NEG,BN,presupposition,change_of_state,negated,এই ওয়েটার এখানে আসেনি।,এই ওয়েটার আগে এখানে ছিল না।,বাক্যটি এই সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি এই সম্পর্কে কোনো পূর্বধারণা করে না।,এই ওয়েটার আগে এখানে ছিল না।,B,False,,,"বাক্য: ""এই ওয়েটার এখানে আসেনি।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি এই সম্পর্কে কোনো পূর্বধারণা করে না।
B) এই ওয়েটার আগে এখানে ছিল না।

শুধু A বা B লিখুন।"
PDE-001,BN-PDE-001-AFF,BN,presupposition,possessed_definite,affirmative,পলের ডাক্তার রান্না করেন।,পলের একজন ডাক্তার আছেন।,বাক্যটি পলে সম্পর্কে কোনো পূর্বধারণা করে না।,পলের একজন ডাক্তার আছেন।,বাক্যটি পলে সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""পলের ডাক্তার রান্না করেন।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) পলের একজন ডাক্তার আছেন।
B) বাক্যটি পলে সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-001,BN-PDE-001-NEG,BN,presupposition,possessed_definite,negated,পলের ডাক্তার রান্না করেন না।,পলের একজন ডাক্তার আছেন।,বাক্যটি পলে সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি পলে সম্পর্কে কোনো পূর্বধারণা করে না।,পলের একজন ডাক্তার আছেন।,B,False,,,"বাক্য: ""পলের ডাক্তার রান্না করেন না।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি পলে সম্পর্কে কোনো পূর্বধারণা করে না।
B) পলের একজন ডাক্তার আছেন।

শুধু A বা B লিখুন।"
PDE-002,BN-PDE-002-AFF,BN,presupposition,possessed_definite,affirmative,বিলের শিক্ষক মারিয়াকে কষ্ট দেন।,বিলের একজন শিক্ষক আছেন।,বাক্যটি বিলে সম্পর্কে কোনো পূর্বধারণা করে না।,বিলের একজন শিক্ষক আছেন।,বাক্যটি বিলে সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""বিলের শিক্ষক মারিয়াকে কষ্ট দেন।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বিলের একজন শিক্ষক আছেন।
B) বাক্যটি বিলে সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-002,BN-PDE-002-NEG,BN,presupposition,possessed_definite,negated,বিলের শিক্ষক মারিয়াকে কষ্ট দেন না।,বিলের একজন শিক্ষক আছেন।,বাক্যটি বিলে সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি বিলে সম্পর্কে কোনো পূর্বধারণা করে না।,বিলের একজন শিক্ষক আছেন।,B,False,,,"বাক্য: ""বিলের শিক্ষক মারিয়াকে কষ্ট দেন না।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি বিলে সম্পর্কে কোনো পূর্বধারণা করে না।
B) বিলের একজন শিক্ষক আছেন।

শুধু A বা B লিখুন।"
PDE-003,BN-PDE-003-AFF,BN,presupposition,possessed_definite,affirmative,ওয়েনের স্বামী/স্ত্রী নর্তকীকে ছেড়ে যায়।,ওয়েনের একজন স্বামী/স্ত্রী আছেন।,বাক্যটি ওয়েনে সম্পর্কে কোনো পূর্বধারণা করে না।,ওয়েনের একজন স্বামী/স্ত্রী আছেন।,বাক্যটি ওয়েনে সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""ওয়েনের স্বামী/স্ত্রী নর্তকীকে ছেড়ে যায়।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) ওয়েনের একজন স্বামী/স্ত্রী আছেন।
B) বাক্যটি ওয়েনে সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-003,BN-PDE-003-NEG,BN,presupposition,possessed_definite,negated,ওয়েনের স্বামী/স্ত্রী নর্তকীকে ছেড়ে যায় না।,ওয়েনের একজন স্বামী/স্ত্রী আছেন।,বাক্যটি ওয়েনে সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি ওয়েনে সম্পর্কে কোনো পূর্বধারণা করে না।,ওয়েনের একজন স্বামী/স্ত্রী আছেন।,B,False,,,"বাক্য: ""ওয়েনের স্বামী/স্ত্রী নর্তকীকে ছেড়ে যায় না।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি ওয়েনে সম্পর্কে কোনো পূর্বধারণা করে না।
B) ওয়েনের একজন স্বামী/স্ত্রী আছেন।

শুধু A বা B লিখুন।"
PDE-004,BN-PDE-004-AFF,BN,presupposition,possessed_definite,affirmative,ডিয়ানার ভাগ্নে হোমারের কথা উল্লেখ করেছিল।,ডিয়ানার একজন ভাগ্নে আছে।,বাক্যটি ডিয়ানা সম্পর্কে কোনো পূর্বধারণা করে না।,ডিয়ানার একজন ভাগ্নে আছে।,বাক্যটি ডিয়ানা সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""ডিয়ানার ভাগ্নে হোমারের কথা উল্লেখ করেছিল।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) ডিয়ানার একজন ভাগ্নে আছে।
B) বাক্যটি ডিয়ানা সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-004,BN-PDE-004-NEG,BN,presupposition,possessed_definite,negated,ডিয়ানার ভাগ্নে হোমারের কথা উল্লেখ করেনি।,ডিয়ানার একজন ভাগ্নে আছে।,বাক্যটি ডিয়ানা সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি ডিয়ানা সম্পর্কে কোনো পূর্বধারণা করে না।,ডিয়ানার একজন ভাগ্নে আছে।,B,False,,,"বাক্য: ""ডিয়ানার ভাগ্নে হোমারের কথা উল্লেখ করেনি।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি ডিয়ানা সম্পর্কে কোনো পূর্বধারণা করে না।
B) ডিয়ানার একজন ভাগ্নে আছে।

শুধু A বা B লিখুন।"
PDE-005,BN-PDE-005-AFF,BN,presupposition,possessed_definite,affirmative,থেরেসার গার্লফ্রেন্ড এলিজাবেথের কথা উল্লেখ করেন।,থেরেসার একজন গার্লফ্রেন্ড আছেন।,বাক্যটি থে সম্পর্কে কোনো পূর্বধারণা করে না।,থেরেসার একজন গার্লফ্রেন্ড আছেন।,বাক্যটি থে সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""থেরেসার গার্লফ্রেন্ড এলিজাবেথের কথা উল্লেখ করেন।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) থেরেসার একজন গার্লফ্রেন্ড আছেন।
B) বাক্যটি থে সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-005,BN-PDE-005-NEG,BN,presupposition,possessed_definite,negated,থেরেসার গার্লফ্রেন্ড এলিজাবেথের কথা উল্লেখ করেন না।,থেরেসার একজন গার্লফ্রেন্ড আছেন।,বাক্যটি থে সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি থে সম্পর্কে কোনো পূর্বধারণা করে না।,থেরেসার একজন গার্লফ্রেন্ড আছেন।,B,False,,,"বাক্য: ""থেরেসার গার্লফ্রেন্ড এলিজাবেথের কথা উল্লেখ করেন না।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি থে সম্পর্কে কোনো পূর্বধারণা করে না।
B) থেরেসার একজন গার্লফ্রেন্ড আছেন।

শুধু A বা B লিখুন।"
PDE-006,BN-PDE-006-AFF,BN,presupposition,possessed_definite,affirmative,ক্যারোলিনের খরগোশগুলো শ্যারনকে বিরক্ত করেছিল।,ক্যারোলিনের খরগোশ আছে।,বাক্যটি ক্যা সম্পর্কে কোনো পূর্বধারণা করে না।,ক্যারোলিনের খরগোশ আছে।,বাক্যটি ক্যা সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""ক্যারোলিনের খরগোশগুলো শ্যারনকে বিরক্ত করেছিল।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) ক্যারোলিনের খরগোশ আছে।
B) বাক্যটি ক্যা সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-006,BN-PDE-006-NEG,BN,presupposition,possessed_definite,negated,ক্যারোলিনের খরগোশগুলো শ্যারনকে বিরক্ত করেনি।,ক্যারোলিনের খরগোশ আছে।,বাক্যটি ক্যা সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি ক্যা সম্পর্কে কোনো পূর্বধারণা করে না।,ক্যারোলিনের খরগোশ আছে।,B,False,,,"বাক্য: ""ক্যারোলিনের খরগোশগুলো শ্যারনকে বিরক্ত করেনি।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি ক্যা সম্পর্কে কোনো পূর্বধারণা করে না।
B) ক্যারোলিনের খরগোশ আছে।

শুধু A বা B লিখুন।"
PDE-007,BN-PDE-007-AFF,BN,presupposition,possessed_definite,affirmative,ড্যানিয়েলের আপেলগুলো কনিকে কষ্ট দিয়েছিল।,ড্যানিয়েলের আপেল আছে।,বাক্যটি ড্যানিয়েলে সম্পর্কে কোনো পূর্বধারণা করে না।,ড্যানিয়েলের আপেল আছে।,বাক্যটি ড্যানিয়েলে সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""ড্যানিয়েলের আপেলগুলো কনিকে কষ্ট দিয়েছিল।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) ড্যানিয়েলের আপেল আছে।
B) বাক্যটি ড্যানিয়েলে সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-007,BN-PDE-007-NEG,BN,presupposition,possessed_definite,negated,ড্যানিয়েলের আপেলগুলো কনিকে কষ্ট দেয়নি।,ড্যানিয়েলের আপেল আছে।,বাক্যটি ড্যানিয়েলে সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি ড্যানিয়েলে সম্পর্কে কোনো পূর্বধারণা করে না।,ড্যানিয়েলের আপেল আছে।,B,False,,,"বাক্য: ""ড্যানিয়েলের আপেলগুলো কনিকে কষ্ট দেয়নি।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি ড্যানিয়েলে সম্পর্কে কোনো পূর্বধারণা করে না।
B) ড্যানিয়েলের আপেল আছে।

শুধু A বা B লিখুন।"
PDE-008,BN-PDE-008-AFF,BN,presupposition,possessed_definite,affirmative,ডানার রুটি জেনিফারকে বিরক্ত করেছিল।,ডানার রুটি আছে।,বাক্যটি ডানা সম্পর্কে কোনো পূর্বধারণা করে না।,ডানার রুটি আছে।,বাক্যটি ডানা সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""ডানার রুটি জেনিফারকে বিরক্ত করেছিল।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) ডানার রুটি আছে।
B) বাক্যটি ডানা সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-008,BN-PDE-008-NEG,BN,presupposition,possessed_definite,negated,ডানার রুটি জেনিফারকে বিরক্ত করেনি।,ডানার রুটি আছে।,বাক্যটি ডানা সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি ডানা সম্পর্কে কোনো পূর্বধারণা করে না।,ডানার রুটি আছে।,B,False,,,"বাক্য: ""ডানার রুটি জেনিফারকে বিরক্ত করেনি।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি ডানা সম্পর্কে কোনো পূর্বধারণা করে না।
B) ডানার রুটি আছে।

শুধু A বা B লিখুন।"
PDE-009,BN-PDE-009-AFF,BN,presupposition,possessed_definite,affirmative,ফ্লোরেন্সের গাড়ি ক্রিস্টিনাকে বিরক্ত করেছিল।,ফ্লোরেন্সের একটি গাড়ি আছে।,বাক্যটি ফ্লো সম্পর্কে কোনো পূর্বধারণা করে না।,ফ্লোরেন্সের একটি গাড়ি আছে।,বাক্যটি ফ্লো সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""ফ্লোরেন্সের গাড়ি ক্রিস্টিনাকে বিরক্ত করেছিল।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) ফ্লোরেন্সের একটি গাড়ি আছে।
B) বাক্যটি ফ্লো সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-009,BN-PDE-009-NEG,BN,presupposition,possessed_definite,negated,ফ্লোরেন্সের গাড়ি ক্রিস্টিনাকে বিরক্ত করেনি।,ফ্লোরেন্সের একটি গাড়ি আছে।,বাক্যটি ফ্লো সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি ফ্লো সম্পর্কে কোনো পূর্বধারণা করে না।,ফ্লোরেন্সের একটি গাড়ি আছে।,B,False,,,"বাক্য: ""ফ্লোরেন্সের গাড়ি ক্রিস্টিনাকে বিরক্ত করেনি।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি ফ্লো সম্পর্কে কোনো পূর্বধারণা করে না।
B) ফ্লোরেন্সের একটি গাড়ি আছে।

শুধু A বা B লিখুন।"
PDE-010,BN-PDE-010-AFF,BN,presupposition,possessed_definite,affirmative,শিশুটির স্কার্ফগুলো কুঁচকে গিয়েছিল।,শিশুটির স্কার্ফ আছে।,বাক্যটি শিশুটি সম্পর্কে কোনো পূর্বধারণা করে না।,শিশুটির স্কার্ফ আছে।,বাক্যটি শিশুটি সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""শিশুটির স্কার্ফগুলো কুঁচকে গিয়েছিল।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) শিশুটির স্কার্ফ আছে।
B) বাক্যটি শিশুটি সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-010,BN-PDE-010-NEG,BN,presupposition,possessed_definite,negated,শিশুটির স্কার্ফগুলো কুঁচকে যায়নি।,শিশুটির স্কার্ফ আছে।,বাক্যটি শিশুটি সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি শিশুটি সম্পর্কে কোনো পূর্বধারণা করে না।,শিশুটির স্কার্ফ আছে।,B,False,,,"বাক্য: ""শিশুটির স্কার্ফগুলো কুঁচকে যায়নি।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি শিশুটি সম্পর্কে কোনো পূর্বধারণা করে না।
B) শিশুটির স্কার্ফ আছে।

শুধু A বা B লিখুন।"
PDE-011,BN-PDE-011-AFF,BN,presupposition,possessed_definite,affirmative,তামারার জ্যাকেটগুলো ডোনাকে বিরক্ত করে।,তামারার জ্যাকেট আছে।,বাক্যটি তামা সম্পর্কে কোনো পূর্বধারণা করে না।,তামারার জ্যাকেট আছে।,বাক্যটি তামা সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""তামারার জ্যাকেটগুলো ডোনাকে বিরক্ত করে।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) তামারার জ্যাকেট আছে।
B) বাক্যটি তামা সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
PDE-011,BN-PDE-011-NEG,BN,presupposition,possessed_definite,negated,তামারার জ্যাকেটগুলো ডোনাকে বিরক্ত করে না।,তামারার জ্যাকেট আছে।,বাক্যটি তামা সম্পর্কে কোনো পূর্বধারণা করে না।,বাক্যটি তামা সম্পর্কে কোনো পূর্বধারণা করে না।,তামারার জ্যাকেট আছে।,B,False,,,"বাক্য: ""তামারার জ্যাকেটগুলো ডোনাকে বিরক্ত করে না।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) বাক্যটি তামা সম্পর্কে কোনো পূর্বধারণা করে না।
B) তামারার জ্যাকেট আছে।

শুধু A বা B লিখুন।"
PDE-012,BN-PDE-012-AFF,BN,presupposition,possessed_definite,affirmative,এপ্রিলের রেস্তোরাঁ অ্যাডামকে অবাক করে।,এপ্রিলের একটি রেস্তোরাঁ আছে।,বাক্যটি এপ্ সম্পর্কে কোনো পূর্বধারণা করে না।,এপ্রিলের একটি রেস্তোরাঁ আছে।,বাক্যটি এপ্ সম্পর্কে কোনো পূর্বধারণা করে না।,A,True,,,"বাক্য: ""এপ্রিলের রেস্তোরাঁ অ্যাডামকে অবাক করে।""

এই বাক্যটি কিছু একটা পূর্বধারণা হিসেবে ধরে নিচ্ছে।
এটি কোন পূর্বধারণা বহন করছে?

A) এপ্রিলের একটি রেস্তোরাঁ আছে।
B) বাক্যটি এপ্ সম্পর্কে কোনো পূর্বধারণা করে না।

শুধু A বা B লিখুন।"
