SENTENCE_ID,ITEM_ID,LANGUAGE,PHENOMENON,SCALAR_TERM,CONDITION,SENTENCE,OPTION_LITERAL,OPTION_PRAGMATIC,OPTION_A,OPTION_B,EXPECTED,CORRECT_TYPE,COUNTERBALANCED,MODEL_RESPONSE,RUN1,RUN2,RUN3,MAJORITY_RESPONSE,CORRECT,PROMPT
SOME-020,EN-SOME-020-NC,EN,scalar_implicature,some,no_context,Some guys come here.,At least one of the guys come here — and possibly all of them,At least one of the guys come here — but not all of them,At least one of the guys come here — and possibly all of them,At least one of the guys come here — but not all of them,B,pragmatic,False,A,,,,,False,"Sentence: ""Some guys come here.""

A) At least one of the guys come here — and possibly all of them
B) At least one of the guys come here — but not all of them

Answer with only A or B."
SOME-020,EN-SOME-020-UB,EN,scalar_implicature,some,upper_bound_QUD,Some guys come here.,At least one of the guys come here — and possibly all of them,At least one of the guys come here — but not all of them,At least one of the guys come here — but not all of them,At least one of the guys come here — and possibly all of them,A,pragmatic,True,B,,,,,False,"Speaker A: ""Did all of the guys come here?""
Speaker B: ""Some guys come here.""

A) At least one of the guys come here — but not all of them
B) At least one of the guys come here — and possibly all of them

Answer with only A or B."
SOME-020,EN-SOME-020-LB,EN,scalar_implicature,some,lower_bound_QUD,Some guys come here.,At least one of the guys come here — and possibly all of them,At least one of the guys come here — but not all of them,At least one of the guys come here — and possibly all of them,At least one of the guys come here — but not all of them,A,literal,False,A,,,,,True,"Speaker A: ""Did any of the guys come here?""
Speaker B: ""Some guys come here.""

A) At least one of the guys come here — and possibly all of them
B) At least one of the guys come here — but not all of them

Answer with only A or B."
SOME-021,EN-SOME-021-NC,EN,scalar_implicature,some,no_context,Some cashiers had concealed David.,At least one of the cashiers had concealed David — and possibly all of them,At least one of the cashiers had concealed David — but not all of them,At least one of the cashiers had concealed David — but not all of them,At least one of the cashiers had concealed David — and possibly all of them,A,pragmatic,True,B,,,,,False,"Sentence: ""Some cashiers had concealed David.""

A) At least one of the cashiers had concealed David — but not all of them
B) At least one of the cashiers had concealed David — and possibly all of them

Answer with only A or B."
SOME-021,EN-SOME-021-UB,EN,scalar_implicature,some,upper_bound_QUD,Some cashiers had concealed David.,At least one of the cashiers had concealed David — and possibly all of them,At least one of the cashiers had concealed David — but not all of them,At least one of the cashiers had concealed David — and possibly all of them,At least one of the cashiers had concealed David — but not all of them,B,pragmatic,False,A,,,,,False,"Speaker A: ""Did all of the cashiers had concealed David?""
Speaker B: ""Some cashiers had concealed David.""

A) At least one of the cashiers had concealed David — and possibly all of them
B) At least one of the cashiers had concealed David — but not all of them

Answer with only A or B."
SOME-021,EN-SOME-021-LB,EN,scalar_implicature,some,lower_bound_QUD,Some cashiers had concealed David.,At least one of the cashiers had concealed David — and possibly all of them,At least one of the cashiers had concealed David — but not all of them,At least one of the cashiers had concealed David — but not all of them,At least one of the cashiers had concealed David — and possibly all of them,B,literal,True,B,,,,,True,"Speaker A: ""Did any of the cashiers had concealed David?""
Speaker B: ""Some cashiers had concealed David.""

A) At least one of the cashiers had concealed David — but not all of them
B) At least one of the cashiers had concealed David — and possibly all of them

Answer with only A or B."
SOME-022,EN-SOME-022-NC,EN,scalar_implicature,some,no_context,Some screens had tipped over.,At least one of the screens had tipped over — and possibly all of them,At least one of the screens had tipped over — but not all of them,At least one of the screens had tipped over — and possibly all of them,At least one of the screens had tipped over — but not all of them,B,pragmatic,False,A,,,,,False,"Sentence: ""Some screens had tipped over.""

A) At least one of the screens had tipped over — and possibly all of them
B) At least one of the screens had tipped over — but not all of them

Answer with only A or B."
SOME-022,EN-SOME-022-UB,EN,scalar_implicature,some,upper_bound_QUD,Some screens had tipped over.,At least one of the screens had tipped over — and possibly all of them,At least one of the screens had tipped over — but not all of them,At least one of the screens had tipped over — but not all of them,At least one of the screens had tipped over — and possibly all of them,A,pragmatic,True,A,,,,,True,"Speaker A: ""Did all of the screens had tipped over?""
Speaker B: ""Some screens had tipped over.""

A) At least one of the screens had tipped over — but not all of them
B) At least one of the screens had tipped over — and possibly all of them

Answer with only A or B."
SOME-022,EN-SOME-022-LB,EN,scalar_implicature,some,lower_bound_QUD,Some screens had tipped over.,At least one of the screens had tipped over — and possibly all of them,At least one of the screens had tipped over — but not all of them,At least one of the screens had tipped over — and possibly all of them,At least one of the screens had tipped over — but not all of them,A,literal,False,A,,,,,True,"Speaker A: ""Did any of the screens had tipped over?""
Speaker B: ""Some screens had tipped over.""

A) At least one of the screens had tipped over — and possibly all of them
B) At least one of the screens had tipped over — but not all of them

Answer with only A or B."
SOME-023,EN-SOME-023-NC,EN,scalar_implicature,some,no_context,Some guests would wake up.,At least one of the guests would wake up — and possibly all of them,At least one of the guests would wake up — but not all of them,At least one of the guests would wake up — but not all of them,At least one of the guests would wake up — and possibly all of them,A,pragmatic,True,B,,,,,False,"Sentence: ""Some guests would wake up.""

A) At least one of the guests would wake up — but not all of them
B) At least one of the guests would wake up — and possibly all of them

Answer with only A or B."
SOME-023,EN-SOME-023-UB,EN,scalar_implicature,some,upper_bound_QUD,Some guests would wake up.,At least one of the guests would wake up — and possibly all of them,At least one of the guests would wake up — but not all of them,At least one of the guests would wake up — and possibly all of them,At least one of the guests would wake up — but not all of them,B,pragmatic,False,A,,,,,False,"Speaker A: ""Did all of the guests would wake up?""
Speaker B: ""Some guests would wake up.""

A) At least one of the guests would wake up — and possibly all of them
B) At least one of the guests would wake up — but not all of them

Answer with only A or B."
SOME-023,EN-SOME-023-LB,EN,scalar_implicature,some,lower_bound_QUD,Some guests would wake up.,At least one of the guests would wake up — and possibly all of them,At least one of the guests would wake up — but not all of them,At least one of the guests would wake up — but not all of them,At least one of the guests would wake up — and possibly all of them,B,literal,True,B,,,,,True,"Speaker A: ""Did any of the guests would wake up?""
Speaker B: ""Some guests would wake up.""

A) At least one of the guests would wake up — but not all of them
B) At least one of the guests would wake up — and possibly all of them

Answer with only A or B."
SOME-024,EN-SOME-024-NC,EN,scalar_implicature,some,no_context,Some horses ascended these stairs.,At least one of the horses ascended these stairs — and possibly all of them,At least one of the horses ascended these stairs — but not all of them,At least one of the horses ascended these stairs — and possibly all of them,At least one of the horses ascended these stairs — but not all of them,B,pragmatic,False,A,,,,,False,"Sentence: ""Some horses ascended these stairs.""

A) At least one of the horses ascended these stairs — and possibly all of them
B) At least one of the horses ascended these stairs — but not all of them

Answer with only A or B."
SOME-024,EN-SOME-024-UB,EN,scalar_implicature,some,upper_bound_QUD,Some horses ascended these stairs.,At least one of the horses ascended these stairs — and possibly all of them,At least one of the horses ascended these stairs — but not all of them,At least one of the horses ascended these stairs — but not all of them,At least one of the horses ascended these stairs — and possibly all of them,A,pragmatic,True,B,,,,,False,"Speaker A: ""Did all of the horses ascended these stairs?""
Speaker B: ""Some horses ascended these stairs.""

A) At least one of the horses ascended these stairs — but not all of them
B) At least one of the horses ascended these stairs — and possibly all of them

Answer with only A or B."
SOME-024,EN-SOME-024-LB,EN,scalar_implicature,some,lower_bound_QUD,Some horses ascended these stairs.,At least one of the horses ascended these stairs — and possibly all of them,At least one of the horses ascended these stairs — but not all of them,At least one of the horses ascended these stairs — and possibly all of them,At least one of the horses ascended these stairs — but not all of them,A,literal,False,A,,,,,True,"Speaker A: ""Did any of the horses ascended these stairs?""
Speaker B: ""Some horses ascended these stairs.""

A) At least one of the horses ascended these stairs — and possibly all of them
B) At least one of the horses ascended these stairs — but not all of them

Answer with only A or B."
SOME-025,EN-SOME-025-NC,EN,scalar_implicature,some,no_context,Some reports sounded like Marla.,At least one of the reports sounded like Marla — and possibly all of them,At least one of the reports sounded like Marla — but not all of them,At least one of the reports sounded like Marla — but not all of them,At least one of the reports sounded like Marla — and possibly all of them,A,pragmatic,True,B,,,,,False,"Sentence: ""Some reports sounded like Marla.""

A) At least one of the reports sounded like Marla — but not all of them
B) At least one of the reports sounded like Marla — and possibly all of them

Answer with only A or B."
SOME-025,EN-SOME-025-UB,EN,scalar_implicature,some,upper_bound_QUD,Some reports sounded like Marla.,At least one of the reports sounded like Marla — and possibly all of them,At least one of the reports sounded like Marla — but not all of them,At least one of the reports sounded like Marla — and possibly all of them,At least one of the reports sounded like Marla — but not all of them,B,pragmatic,False,A,,,,,False,"Speaker A: ""Did all of the reports sounded like Marla?""
Speaker B: ""Some reports sounded like Marla.""

A) At least one of the reports sounded like Marla — and possibly all of them
B) At least one of the reports sounded like Marla — but not all of them

Answer with only A or B."
SOME-025,EN-SOME-025-LB,EN,scalar_implicature,some,lower_bound_QUD,Some reports sounded like Marla.,At least one of the reports sounded like Marla — and possibly all of them,At least one of the reports sounded like Marla — but not all of them,At least one of the reports sounded like Marla — but not all of them,At least one of the reports sounded like Marla — and possibly all of them,B,literal,True,B,,,,,True,"Speaker A: ""Did any of the reports sounded like Marla?""
Speaker B: ""Some reports sounded like Marla.""

A) At least one of the reports sounded like Marla — but not all of them
B) At least one of the reports sounded like Marla — and possibly all of them

Answer with only A or B."
OR-001,EN-OR-001-NC,EN,scalar_implicature,or,no_context,Women or those drivers had sung.,"Women, those drivers, or possibly both had sung",Women or those drivers — but not both — had sung,Women or those drivers — but not both — had sung,"Women, those drivers, or possibly both had sung",B,literal,True,A,,,,,False,"Sentence: ""Women or those drivers had sung.""

A) Women or those drivers — but not both — had sung
B) Women, those drivers, or possibly both had sung

Answer with only A or B."
OR-001,EN-OR-001-EX,EN,scalar_implicature,or,exclusive_context,Women or those drivers had sung.,"Women, those drivers, or possibly both had sung",Women or those drivers — but not both — had sung,"Women, those drivers, or possibly both had sung",Women or those drivers — but not both — had sung,B,pragmatic,False,A,,,,,False,"Context: Only one of the two groups is true — both cannot apply at the same time.
Sentence: ""Women or those drivers had sung.""

A) Women, those drivers, or possibly both had sung
B) Women or those drivers — but not both — had sung

Answer with only A or B."
OR-001,EN-OR-001-IN,EN,scalar_implicature,or,inclusive_context,Women or those drivers had sung.,"Women, those drivers, or possibly both had sung",Women or those drivers — but not both — had sung,Women or those drivers — but not both — had sung,"Women, those drivers, or possibly both had sung",B,literal,True,B,,,,,True,"Context: Both possibilities are open — either or both could be true.
Sentence: ""Women or those drivers had sung.""

A) Women or those drivers — but not both — had sung
B) Women, those drivers, or possibly both had sung

Answer with only A or B."
OR-002,EN-OR-002-NC,EN,scalar_implicature,or,no_context,Women or these drivers know Scott.,"Women, these drivers, or possibly both know Scott",Women or these drivers — but not both — know Scott,"Women, these drivers, or possibly both know Scott",Women or these drivers — but not both — know Scott,A,literal,False,A,,,,,True,"Sentence: ""Women or these drivers know Scott.""

A) Women, these drivers, or possibly both know Scott
B) Women or these drivers — but not both — know Scott

Answer with only A or B."
OR-002,EN-OR-002-EX,EN,scalar_implicature,or,exclusive_context,Women or these drivers know Scott.,"Women, these drivers, or possibly both know Scott",Women or these drivers — but not both — know Scott,Women or these drivers — but not both — know Scott,"Women, these drivers, or possibly both know Scott",A,pragmatic,True,B,,,,,False,"Context: Only one of the two groups is true — both cannot apply at the same time.
Sentence: ""Women or these drivers know Scott.""

A) Women or these drivers — but not both — know Scott
B) Women, these drivers, or possibly both know Scott

Answer with only A or B."
OR-002,EN-OR-002-IN,EN,scalar_implicature,or,inclusive_context,Women or these drivers know Scott.,"Women, these drivers, or possibly both know Scott",Women or these drivers — but not both — know Scott,"Women, these drivers, or possibly both know Scott",Women or these drivers — but not both — know Scott,A,literal,False,A,,,,,True,"Context: Both possibilities are open — either or both could be true.
Sentence: ""Women or these drivers know Scott.""

A) Women, these drivers, or possibly both know Scott
B) Women or these drivers — but not both — know Scott

Answer with only A or B."
OR-003,EN-OR-003-NC,EN,scalar_implicature,or,no_context,The doctors or these people practiced.,"The doctors, these people, or possibly both practiced",The doctors or these people — but not both — practiced,The doctors or these people — but not both — practiced,"The doctors, these people, or possibly both practiced",B,literal,True,A,,,,,False,"Sentence: ""The doctors or these people practiced.""

A) The doctors or these people — but not both — practiced
B) The doctors, these people, or possibly both practiced

Answer with only A or B."
OR-003,EN-OR-003-EX,EN,scalar_implicature,or,exclusive_context,The doctors or these people practiced.,"The doctors, these people, or possibly both practiced",The doctors or these people — but not both — practiced,"The doctors, these people, or possibly both practiced",The doctors or these people — but not both — practiced,B,pragmatic,False,A,,,,,False,"Context: Only one of the two groups is true — both cannot apply at the same time.
Sentence: ""The doctors or these people practiced.""

A) The doctors, these people, or possibly both practiced
B) The doctors or these people — but not both — practiced

Answer with only A or B."
OR-003,EN-OR-003-IN,EN,scalar_implicature,or,inclusive_context,The doctors or these people practiced.,"The doctors, these people, or possibly both practiced",The doctors or these people — but not both — practiced,The doctors or these people — but not both — practiced,"The doctors, these people, or possibly both practiced",B,literal,True,B,,,,,True,"Context: Both possibilities are open — either or both could be true.
Sentence: ""The doctors or these people practiced.""

A) The doctors or these people — but not both — practiced
B) The doctors, these people, or possibly both practiced

Answer with only A or B."
OR-004,EN-OR-004-NC,EN,scalar_implicature,or,no_context,These teachers or the children were cooperating.,"These teachers, the children, or possibly both were cooperating",These teachers or the children — but not both — were cooperating,"These teachers, the children, or possibly both were cooperating",These teachers or the children — but not both — were cooperating,A,literal,False,A,,,,,True,"Sentence: ""These teachers or the children were cooperating.""

A) These teachers, the children, or possibly both were cooperating
B) These teachers or the children — but not both — were cooperating

Answer with only A or B."
OR-004,EN-OR-004-EX,EN,scalar_implicature,or,exclusive_context,These teachers or the children were cooperating.,"These teachers, the children, or possibly both were cooperating",These teachers or the children — but not both — were cooperating,These teachers or the children — but not both — were cooperating,"These teachers, the children, or possibly both were cooperating",A,pragmatic,True,B,,,,,False,"Context: Only one of the two groups is true — both cannot apply at the same time.
Sentence: ""These teachers or the children were cooperating.""

A) These teachers or the children — but not both — were cooperating
B) These teachers, the children, or possibly both were cooperating

Answer with only A or B."
OR-004,EN-OR-004-IN,EN,scalar_implicature,or,inclusive_context,These teachers or the children were cooperating.,"These teachers, the children, or possibly both were cooperating",These teachers or the children — but not both — were cooperating,"These teachers, the children, or possibly both were cooperating",These teachers or the children — but not both — were cooperating,A,literal,False,A,,,,,True,"Context: Both possibilities are open — either or both could be true.
Sentence: ""These teachers or the children were cooperating.""

A) These teachers, the children, or possibly both were cooperating
B) These teachers or the children — but not both — were cooperating

Answer with only A or B."
OR-005,EN-OR-005-NC,EN,scalar_implicature,or,no_context,Those patients or the people are interacting.,"Those patients, the people, or possibly both are interacting",Those patients or the people — but not both — are interacting,Those patients or the people — but not both — are interacting,"Those patients, the people, or possibly both are interacting",B,literal,True,B,,,,,True,"Sentence: ""Those patients or the people are interacting.""

A) Those patients or the people — but not both — are interacting
B) Those patients, the people, or possibly both are interacting

Answer with only A or B."
OR-005,EN-OR-005-EX,EN,scalar_implicature,or,exclusive_context,Those patients or the people are interacting.,"Those patients, the people, or possibly both are interacting",Those patients or the people — but not both — are interacting,"Those patients, the people, or possibly both are interacting",Those patients or the people — but not both — are interacting,B,pragmatic,False,B,,,,,True,"Context: Only one of the two groups is true — both cannot apply at the same time.
Sentence: ""Those patients or the people are interacting.""

A) Those patients, the people, or possibly both are interacting
B) Those patients or the people — but not both — are interacting

Answer with only A or B."
OR-005,EN-OR-005-IN,EN,scalar_implicature,or,inclusive_context,Those patients or the people are interacting.,"Those patients, the people, or possibly both are interacting",Those patients or the people — but not both — are interacting,Those patients or the people — but not both — are interacting,"Those patients, the people, or possibly both are interacting",B,literal,True,B,,,,,True,"Context: Both possibilities are open — either or both could be true.
Sentence: ""Those patients or the people are interacting.""

A) Those patients or the people — but not both — are interacting
B) Those patients, the people, or possibly both are interacting

Answer with only A or B."
OR-006,EN-OR-006-NC,EN,scalar_implicature,or,no_context,The adults or these women were hiding away.,"The adults, these women, or possibly both were hiding away",The adults or these women — but not both — were hiding away,"The adults, these women, or possibly both were hiding away",The adults or these women — but not both — were hiding away,A,literal,False,A,,,,,True,"Sentence: ""The adults or these women were hiding away.""

A) The adults, these women, or possibly both were hiding away
B) The adults or these women — but not both — were hiding away

Answer with only A or B."
OR-006,EN-OR-006-EX,EN,scalar_implicature,or,exclusive_context,The adults or these women were hiding away.,"The adults, these women, or possibly both were hiding away",The adults or these women — but not both — were hiding away,The adults or these women — but not both — were hiding away,"The adults, these women, or possibly both were hiding away",A,pragmatic,True,A,,,,,True,"Context: Only one of the two groups is true — both cannot apply at the same time.
Sentence: ""The adults or these women were hiding away.""

A) The adults or these women — but not both — were hiding away
B) The adults, these women, or possibly both were hiding away

Answer with only A or B."
OR-006,EN-OR-006-IN,EN,scalar_implicature,or,inclusive_context,The adults or these women were hiding away.,"The adults, these women, or possibly both were hiding away",The adults or these women — but not both — were hiding away,"The adults, these women, or possibly both were hiding away",The adults or these women — but not both — were hiding away,A,literal,False,A,,,,,True,"Context: Both possibilities are open — either or both could be true.
Sentence: ""The adults or these women were hiding away.""

A) The adults, these women, or possibly both were hiding away
B) The adults or these women — but not both — were hiding away

Answer with only A or B."
OR-007,EN-OR-007-NC,EN,scalar_implicature,or,no_context,The Impressionists or these women did cure Amy.,"The Impressionists, these women, or possibly both cured Amy",The Impressionists or these women — but not both — cured Amy,The Impressionists or these women — but not both — cured Amy,"The Impressionists, these women, or possibly both cured Amy",B,literal,True,B,,,,,True,"Sentence: ""The Impressionists or these women did cure Amy.""

A) The Impressionists or these women — but not both — cured Amy
B) The Impressionists, these women, or possibly both cured Amy

Answer with only A or B."
OR-007,EN-OR-007-EX,EN,scalar_implicature,or,exclusive_context,The Impressionists or these women did cure Amy.,"The Impressionists, these women, or possibly both cured Amy",The Impressionists or these women — but not both — cured Amy,"The Impressionists, these women, or possibly both cured Amy",The Impressionists or these women — but not both — cured Amy,B,pragmatic,False,A,,,,,False,"Context: Only one of the two groups is true — both cannot apply at the same time.
Sentence: ""The Impressionists or these women did cure Amy.""

A) The Impressionists, these women, or possibly both cured Amy
B) The Impressionists or these women — but not both — cured Amy

Answer with only A or B."
OR-007,EN-OR-007-IN,EN,scalar_implicature,or,inclusive_context,The Impressionists or these women did cure Amy.,"The Impressionists, these women, or possibly both cured Amy",The Impressionists or these women — but not both — cured Amy,The Impressionists or these women — but not both — cured Amy,"The Impressionists, these women, or possibly both cured Amy",B,literal,True,B,,,,,True,"Context: Both possibilities are open — either or both could be true.
Sentence: ""The Impressionists or these women did cure Amy.""

A) The Impressionists or these women — but not both — cured Amy
B) The Impressionists, these women, or possibly both cured Amy

Answer with only A or B."
OR-008,EN-OR-008-NC,EN,scalar_implicature,or,no_context,Those senators or those women neglect to spin around.,"Those senators, those women, or possibly both neglect to spin around",Those senators or those women — but not both — neglect to spin around,"Those senators, those women, or possibly both neglect to spin around",Those senators or those women — but not both — neglect to spin around,A,literal,False,A,,,,,True,"Sentence: ""Those senators or those women neglect to spin around.""

A) Those senators, those women, or possibly both neglect to spin around
B) Those senators or those women — but not both — neglect to spin around

Answer with only A or B."
OR-008,EN-OR-008-EX,EN,scalar_implicature,or,exclusive_context,Those senators or those women neglect to spin around.,"Those senators, those women, or possibly both neglect to spin around",Those senators or those women — but not both — neglect to spin around,Those senators or those women — but not both — neglect to spin around,"Those senators, those women, or possibly both neglect to spin around",A,pragmatic,True,A,,,,,True,"Context: Only one of the two groups is true — both cannot apply at the same time.
Sentence: ""Those senators or those women neglect to spin around.""

A) Those senators or those women — but not both — neglect to spin around
B) Those senators, those women, or possibly both neglect to spin around

Answer with only A or B."
OR-008,EN-OR-008-IN,EN,scalar_implicature,or,inclusive_context,Those senators or those women neglect to spin around.,"Those senators, those women, or possibly both neglect to spin around",Those senators or those women — but not both — neglect to spin around,"Those senators, those women, or possibly both neglect to spin around",Those senators or those women — but not both — neglect to spin around,A,literal,False,A,,,,,True,"Context: Both possibilities are open — either or both could be true.
Sentence: ""Those senators or those women neglect to spin around.""

A) Those senators, those women, or possibly both neglect to spin around
B) Those senators or those women — but not both — neglect to spin around

Answer with only A or B."
OR-009,EN-OR-009-NC,EN,scalar_implicature,or,no_context,These women or these customers are dropping by the Great Lakes.,"These women, these customers, or possibly both are dropping by the Great Lakes",These women or these customers — but not both — are dropping by the Great Lakes,These women or these customers — but not both — are dropping by the Great Lakes,"These women, these customers, or possibly both are dropping by the Great Lakes",B,literal,True,B,,,,,True,"Sentence: ""These women or these customers are dropping by the Great Lakes.""

A) These women or these customers — but not both — are dropping by the Great Lakes
B) These women, these customers, or possibly both are dropping by the Great Lakes

Answer with only A or B."
OR-009,EN-OR-009-EX,EN,scalar_implicature,or,exclusive_context,These women or these customers are dropping by the Great Lakes.,"These women, these customers, or possibly both are dropping by the Great Lakes",These women or these customers — but not both — are dropping by the Great Lakes,"These women, these customers, or possibly both are dropping by the Great Lakes",These women or these customers — but not both — are dropping by the Great Lakes,B,pragmatic,False,B,,,,,True,"Context: Only one of the two groups is true — both cannot apply at the same time.
Sentence: ""These women or these customers are dropping by the Great Lakes.""

A) These women, these customers, or possibly both are dropping by the Great Lakes
B) These women or these customers — but not both — are dropping by the Great Lakes

Answer with only A or B."
OR-009,EN-OR-009-IN,EN,scalar_implicature,or,inclusive_context,These women or these customers are dropping by the Great Lakes.,"These women, these customers, or possibly both are dropping by the Great Lakes",These women or these customers — but not both — are dropping by the Great Lakes,These women or these customers — but not both — are dropping by the Great Lakes,"These women, these customers, or possibly both are dropping by the Great Lakes",B,literal,True,B,,,,,True,"Context: Both possibilities are open — either or both could be true.
Sentence: ""These women or these customers are dropping by the Great Lakes.""

A) These women or these customers — but not both — are dropping by the Great Lakes
B) These women, these customers, or possibly both are dropping by the Great Lakes

Answer with only A or B."
OR-010,EN-OR-010-NC,EN,scalar_implicature,or,no_context,Governments or these banks have compelled all doctors to speak up.,"Governments, these banks, or possibly both have compelled doctors to speak up",Governments or these banks — but not both — have compelled doctors to speak up,"Governments, these banks, or possibly both have compelled doctors to speak up",Governments or these banks — but not both — have compelled doctors to speak up,A,literal,False,A,,,,,True,"Sentence: ""Governments or these banks have compelled all doctors to speak up.""

A) Governments, these banks, or possibly both have compelled doctors to speak up
B) Governments or these banks — but not both — have compelled doctors to speak up

Answer with only A or B."
OR-010,EN-OR-010-EX,EN,scalar_implicature,or,exclusive_context,Governments or these banks have compelled all doctors to speak up.,"Governments, these banks, or possibly both have compelled doctors to speak up",Governments or these banks — but not both — have compelled doctors to speak up,Governments or these banks — but not both — have compelled doctors to speak up,"Governments, these banks, or possibly both have compelled doctors to speak up",A,pragmatic,True,A,,,,,True,"Context: Only one of the two groups is true — both cannot apply at the same time.
Sentence: ""Governments or these banks have compelled all doctors to speak up.""

A) Governments or these banks — but not both — have compelled doctors to speak up
B) Governments, these banks, or possibly both have compelled doctors to speak up

Answer with only A or B."
OR-010,EN-OR-010-IN,EN,scalar_implicature,or,inclusive_context,Governments or these banks have compelled all doctors to speak up.,"Governments, these banks, or possibly both have compelled doctors to speak up",Governments or these banks — but not both — have compelled doctors to speak up,"Governments, these banks, or possibly both have compelled doctors to speak up",Governments or these banks — but not both — have compelled doctors to speak up,A,literal,False,A,,,,,True,"Context: Both possibilities are open — either or both could be true.
Sentence: ""Governments or these banks have compelled all doctors to speak up.""

A) Governments, these banks, or possibly both have compelled doctors to speak up
B) Governments or these banks — but not both — have compelled doctors to speak up

Answer with only A or B."
OR-011,EN-OR-011-NC,EN,scalar_implicature,or,no_context,Guys or those doctors drink.,"Guys, those doctors, or possibly both drink",Guys or those doctors — but not both — drink,Guys or those doctors — but not both — drink,"Guys, those doctors, or possibly both drink",B,literal,True,B,,,,,True,"Sentence: ""Guys or those doctors drink.""

A) Guys or those doctors — but not both — drink
B) Guys, those doctors, or possibly both drink

Answer with only A or B."
OR-011,EN-OR-011-EX,EN,scalar_implicature,or,exclusive_context,Guys or those doctors drink.,"Guys, those doctors, or possibly both drink",Guys or those doctors — but not both — drink,"Guys, those doctors, or possibly both drink",Guys or those doctors — but not both — drink,B,pragmatic,False,A,,,,,False,"Context: Only one of the two groups is true — both cannot apply at the same time.
Sentence: ""Guys or those doctors drink.""

A) Guys, those doctors, or possibly both drink
B) Guys or those doctors — but not both — drink

Answer with only A or B."
OR-011,EN-OR-011-IN,EN,scalar_implicature,or,inclusive_context,Guys or those doctors drink.,"Guys, those doctors, or possibly both drink",Guys or those doctors — but not both — drink,Guys or those doctors — but not both — drink,"Guys, those doctors, or possibly both drink",B,literal,True,B,,,,,True,"Context: Both possibilities are open — either or both could be true.
Sentence: ""Guys or those doctors drink.""

A) Guys or those doctors — but not both — drink
B) Guys, those doctors, or possibly both drink

Answer with only A or B."
OR-012,EN-OR-012-NC,EN,scalar_implicature,or,no_context,People or these pedestrians sneezed.,"People, these pedestrians, or possibly both sneezed",People or these pedestrians — but not both — sneezed,"People, these pedestrians, or possibly both sneezed",People or these pedestrians — but not both — sneezed,A,literal,False,A,,,,,True,"Sentence: ""People or these pedestrians sneezed.""

A) People, these pedestrians, or possibly both sneezed
B) People or these pedestrians — but not both — sneezed

Answer with only A or B."
OR-012,EN-OR-012-EX,EN,scalar_implicature,or,exclusive_context,People or these pedestrians sneezed.,"People, these pedestrians, or possibly both sneezed",People or these pedestrians — but not both — sneezed,People or these pedestrians — but not both — sneezed,"People, these pedestrians, or possibly both sneezed",A,pragmatic,True,A,,,,,True,"Context: Only one of the two groups is true — both cannot apply at the same time.
Sentence: ""People or these pedestrians sneezed.""

A) People or these pedestrians — but not both — sneezed
B) People, these pedestrians, or possibly both sneezed

Answer with only A or B."
OR-012,EN-OR-012-IN,EN,scalar_implicature,or,inclusive_context,People or these pedestrians sneezed.,"People, these pedestrians, or possibly both sneezed",People or these pedestrians — but not both — sneezed,"People, these pedestrians, or possibly both sneezed",People or these pedestrians — but not both — sneezed,A,literal,False,A,,,,,True,"Context: Both possibilities are open — either or both could be true.
Sentence: ""People or these pedestrians sneezed.""

A) People, these pedestrians, or possibly both sneezed
B) People or these pedestrians — but not both — sneezed

Answer with only A or B."
OR-013,EN-OR-013-NC,EN,scalar_implicature,or,no_context,Children or those adults can scratch.,"Children, those adults, or possibly both can scratch",Children or those adults — but not both — can scratch,Children or those adults — but not both — can scratch,"Children, those adults, or possibly both can scratch",B,literal,True,B,,,,,True,"Sentence: ""Children or those adults can scratch.""

A) Children or those adults — but not both — can scratch
B) Children, those adults, or possibly both can scratch

Answer with only A or B."
OR-013,EN-OR-013-EX,EN,scalar_implicature,or,exclusive_context,Children or those adults can scratch.,"Children, those adults, or possibly both can scratch",Children or those adults — but not both — can scratch,"Children, those adults, or possibly both can scratch",Children or those adults — but not both — can scratch,B,pragmatic,False,A,,,,,False,"Context: Only one of the two groups is true — both cannot apply at the same time.
Sentence: ""Children or those adults can scratch.""

A) Children, those adults, or possibly both can scratch
B) Children or those adults — but not both — can scratch

Answer with only A or B."
OR-013,EN-OR-013-IN,EN,scalar_implicature,or,inclusive_context,Children or those adults can scratch.,"Children, those adults, or possibly both can scratch",Children or those adults — but not both — can scratch,Children or those adults — but not both — can scratch,"Children, those adults, or possibly both can scratch",B,literal,True,B,,,,,True,"Context: Both possibilities are open — either or both could be true.
Sentence: ""Children or those adults can scratch.""

A) Children or those adults — but not both — can scratch
B) Children, those adults, or possibly both can scratch

Answer with only A or B."
OR-014,EN-OR-014-NC,EN,scalar_implicature,or,no_context,These libraries or these governments collaborate.,"These libraries, these governments, or possibly both collaborate",These libraries or these governments — but not both — collaborate,"These libraries, these governments, or possibly both collaborate",These libraries or these governments — but not both — collaborate,A,literal,False,A,,,,,True,"Sentence: ""These libraries or these governments collaborate.""

A) These libraries, these governments, or possibly both collaborate
B) These libraries or these governments — but not both — collaborate

Answer with only A or B."
